RowID,MeanIndProduction,VarIndProduction,ResInflow,MaxGrowthRate,MaxMetMaint,MaxActiveDispersal,LogseriesA,StartingSeed,width,height,MeanTotalAbundance,VarTotalAbundance,ImmigrationRate,MeanResourceConcentration,VarResourceConcentration,MeanResourceParticles,VarResourceParticles,Speciation,MeanPerCapitaGrowth,VarPerCapitaGrowth,MeanPerCapitaMaint,VarPerCapitaMaint,MeanPerCapitaActiveDispersal,VarPerCapitaActiveDispersal,MeanSpecGrowth,VarSpecGrowth,MeanSpecDisp,VarSpecDisp,MeanSpecMaint,VarSpecMaint,MeanAvgDist,VarAvgDist,MeanDormFreq,VarDormFreq,TrophicComplexityLevel,ResourceComplexityLevel,SpatialComplexityLevel,MeanEncounter,VarEncounter,Aggregation
1, 4.0784313725490193, 38.229142637447133, 60, 0.1, 0.002, 0.001, 0.99, 100, 19.8, 20, 482.76470588235293, 6258.1014994232992, 0.0, 0.584607843137255, 0.0091937187620146094, 233.84313725490196, 1470.9950019223377, 0.01, 0.09999886761944396, 5.8175898549405935e-12, 0.0010824653600137379, 1.1064774915502526e-08, 0.00100001027117224, 2.5262551087075176e-16, 0.099999999999999978, 7.7037197775489434e-34, 0.001, 0.0, 0.002, 0.0, 4.9264253476916702, 0.58383804939266981, 0.50974681711066028, 0.0034156262785042996, 1, 1, 3, 121.09803921568627, 1472.6374471357169, 0.6337772389673204
2, 4.8627450980392153, 29.804690503652438, 48, 0.1, 0.002, 0.001, 0.99, 100, 19.8, 20, 475.94117647058823, 8335.0357554786624, 0.0, 0.019950980392156863, 0.00031311034217608615, 7.8431372549019605, 51.700884275278732, 0.01, 0.09999320808648815, 6.2030799889302816e-12, 0.0011199783815376374, 2.5986430680795207e-08, 0.00099998023563116728, 9.3718049776365278e-16, 0.099999999999999992, 7.7037197775489434e-34, 0.001, 0.0, 0.002, 0.0, 5.1746361714420077, 8.2769528543861615, 0.48889601911094066, 0.0080207049402050545, 1, 1, 1, 103.3921568627451, 2232.0030757401, 0.7662560669134246
3, -0.47058823529411764, 0.60207612456747395, 5, 0.1, 0.002, 0.001, 0.99, 100, 19.8, 20, 3.7450980392156863, 37.915417147251048, 0.0, 0.059215686274509793, 0.00035085544021530178, 23.686274509803923, 56.136870434448291, 0.01, 0.10005284525023415, 3.258295689296697e-10, 0.0005658382060675165, 1.6371834163435997e-07, 0.0010002184302973884, 1.2982319018109097e-13, 0.10000000000000001, 7.7037197775489434e-34, 0.0010000000000000002, 4.70197740328915e-38, 0.0020000000000000005, 1.88079096131566e-37, 3.0211307781482839, 0.5691920261840242, 0.79671947059081494, 0.050504346650957599, 1, 1, 1, 0.62745098039215685, 1.4102268358323726, 0.6582526985430481
4, 3.1176470588235294, 30.888119953863903, 57, 0.1, 0.002, 0.01, 0.99, 100, 19.8, 20, 422.47058823529414, 4795.5432525951555, 0.0, 0.66441176470588237, 0.016502104959630913, 265.76470588235293, 2640.3367935409456, 0.01, 0.099996066992973795, 5.5140268368131419e-12, 0.001085467764211068, 1.8359478488077546e-08, 0.010000627162272289, 2.3496809390629399e-13, 0.099999999999999992, 7.7037197775489434e-34, 0.010000000000000002, 0.0, 0.0020000000000000005, 0.0, 4.2617304965818956, 0.28653014040622515, 0.50808497298495847, 0.0056659336466831555, 1, 1, 2, 112.90196078431373, 675.7354863514031, 0.7435468291612932
5, 1.1372549019607843, 9.1772395232602868, 25, 0.1, 0.002, 0.001, 0.99, 100, 19.8, 20, 250.49019607843138, 418.24990388312182, 0.0, 0.41965686274509811, 0.0052772106881968468, 167.86274509803923, 844.3537101114955, 0.01, 0.099993259485410962, 1.6624739320554345e-11, 0.0010197557545215132, 1.413874852047104e-08, 0.00099998288008987116, 4.3895325217698717e-16, 0.099999999999999992, 7.7037197775489434e-34, 0.0010000000000000002, 0.0, 0.0020000000000000005, 0.0, 5.2104083466073208, 0.48640657881245114, 0.54455123434349473, 0.0043635305359561146, 1, 1, 2, 52.568627450980394, 507.7747020376778, 0.16379537392364676
6, 3.4313725490196076, 36.088427527873897, 74, 0.1, 0.002, 0.001, 0.99, 100, 19.8, 20, 677.47058823529414, 4188.249134948097, 0.0, 0.58014705882352935, 0.0050429930795847762, 232.05882352941177, 806.87889273356393, 0.01, 0.10000455195252021, 3.2510881926885181e-12, 0.0010292728263623424, 1.4978537587744978e-09, 0.0010000277280565288, 4.1038182309784247e-16, 0.099999999999999964, 1.9259299443872359e-34, 0.001, 0.0, 0.002, 0.0, 4.4978633951367053, 0.46913542236473532, 0.53927567326353343, 0.00046225408827300988, 1, 1, 2, 151.52941176470588, 2233.7001153402539, 0.7444486259030133
7, 3.3725490196078431, 19.292579777008843, 28, 0.1, 0.002, 0.1, 0.99, 100, 19.8, 20, 230.07843137254903, 4126.3860053825456, 0.0, 0.32622549019607844, 0.001074846212995002, 130.49019607843138, 171.9753940792003, 0.01, 0.1000006757418994, 2.1346363680370523e-11, 0.0011549496032937014, 3.4860927582498023e-08, 0.099996238101573098, 5.4596421856022125e-11, 0.099999999999999992, 7.7037197775489434e-34, 0.099999999999999992, 7.7037197775489434e-34, 0.002, 0.0, 4.8636316364636745, 1.0176984743973636, 0.46938065208495333, 0.010762100120026624, 1, 1, 2, 57.803921568627452, 577.96155324875042, 0.07358892252838704
8, 5.2745098039215685, 70.826605151864669, 88, 0.1, 0.002, 0.01, 0.99, 100, 19.8, 20, 747.35294117647061, 14107.679354094578, 0.0, 0.73117647058823543, 0.011851802191464823, 292.47058823529414, 1896.2883506343712, 0.01, 0.10000264656890714, 1.033054598801451e-12, 0.0010549404257032052, 5.7027420706654337e-09, 0.010000170541733452, 4.1004564715349842e-14, 0.099999999999999992, 7.7037197775489434e-34, 0.01, 0.0, 0.002, 0.0, 5.8400186866796462, 1.5641823151297605, 0.52505382779195264, 0.001760325036490957, 1, 1, 2, 185.8235294117647, 2672.3021914648207, 0.35520397848600693
9, 4.3529411764705879, 39.01268742791234, 79, 0.1, 0.002, 0.01, 0.99, 100, 19.8, 20, 674.58823529411768, 7704.7520184544401, 0.0, 0.16813725490196077, 0.0011658929257977702, 67.254901960784309, 186.54286812764323, 0.01, 0.10000224379057072, 8.4324100454798999e-13, 0.0010418759928027791, 7.8023672352332409e-09, 0.010000030139455839, 7.5551587440741626e-14, 0.099999999999999992, 7.7037197775489434e-34, 0.010000000000000002, 0.0, 0.002, 0.0, 6.4555222714707412, 1.4765062571086485, 0.53226745869302905, 0.0024083900582130883, 1, 1, 3, 172.50980392156862, 2976.2106881968466, 0.05221696821452768
10, 3.3725490196078431, 22.704344482891198, 61, 0.1, 0.002, 0.1, 0.99, 100, 19.8, 20, 534.11764705882354, 3194.456747404844, 0.0, 0.019362745098039216, 9.9226259131103418e-05, 7.7450980392156863, 15.876201460976546, 0.01, 0.099996858831575816, 3.3705968326857426e-12, 0.0010844762104467135, 1.8110580037374977e-09, 0.10000367284764777, 6.5617535999744992e-12, 0.099999999999999992, 7.7037197775489434e-34, 0.099999999999999992, 7.7037197775489434e-34, 0.0020000000000000005, 0.0, 3.9603728039379007, 2.7272317160886699, 0.50859951811918303, 0.0005599937994805079, 1, 1, 1, 139.60784313725489, 2401.7285659361787, 0.3428740564947192
