RowID,IndProduction,ResInflow,MaxResVal,MaxGrowthRate,MaxMetMaint,MaxActiveDispersal,LogseriesA,StartingSeed,width,height,TotalAbundance,ImmigrationRate,ResourceConcentration,ResourceParticles,Speciation,AvgPerCapitaGrowth,AvgPerCapitaMaint,AvgPerCapitaActiveDispersal,SpecGrowth,SpecDisp,SpecMaint,AvgDist,DormFreq,TrophicComplexityLevel,ResourceComplexityLevel,SpatialComplexityLevel,AvgEncounter,Aggregation
1, -0.36363636363636365, 4, 152, 0.1, 0.02, 0.34260150867202827, 0.99, 100, 19.8, 20, 20, 0.1, 0.073636363636363625, 29.454545454545453, 0.01, 0.060152879183694476, 0.0028793039890050495, 0.16325165247216128, 0.051690502953876644, 0.18308695910752301, 0.01069815214167141, 2.9809286182890729, 0.6329847885974369, 1, 1, 2, 8.2727272727272734, 0.752987605703091
2, -0.45454545454545453, 9, 72, 0.1, 0.02, 0.7795860090389374, 0.99, 100, 19.8, 20, 13, 0.1, 0.39863636363636362, 159.45454545454547, 0.01, 0.08034887591271693, 0.001087222261469863, 0.53014854603908712, 0.050664311801070221, 0.39878576390143455, 0.010758527390049387, 4.51957467336715, 0.9412878787878789, 1, 3, 3, 0.54545454545454541, 0.5664213935028081
3, -0.36363636363636365, 16, 111, 0.1, 0.02, 0.1344411491867186, 0.99, 100, 19.8, 20, 22, 0.1, 2.8188636363636359, 1127.5454545454545, 0.01, 0.062853656865150695, 0.0025859128575247965, 0.089454636552377093, 0.05506139000080678, 0.074957185172632293, 0.010938284783392415, 6.2646818393103834, 0.8648562702120014, 2, 2, 3, 2.0, 0.5631669266327278
4, -0.63636363636363635, 19, 30, 0.1, 0.02, 0.766426535476393, 0.99, 100, 19.8, 20, 22, 0.1, 0.51727272727272711, 206.90909090909091, 0.01, 0.058499426085690247, 0.0016768230548672317, 0.31447484574696316, 0.049911832827924892, 0.43584621024583931, 0.012273504336068008, 8.0050381863934152, 0.88377699448845692, 1, 3, 2, 1.9090909090909092, 0.5647122828266931
5, -0.27272727272727271, 5, 64, 0.1, 0.02, 0.5937646603865873, 0.99, 100, 19.8, 20, 137, 0.1, 0.006363636363636363, 2.5454545454545454, 0.01, 0.060784186171266796, 0.0020629854436802608, 0.38869264955241473, 0.048824712558021142, 0.33236358402463134, 0.012282355201373319, 5.7355076454284832, 0.56172415119103192, 1, 1, 1, 30.545454545454547, 0.01515031143130829
6, -0.81818181818181823, 4, 99, 0.1, 0.02, 0.18415161700390303, 0.99, 100, 19.8, 20, 20, 0.1, 0.13227272727272732, 52.909090909090907, 0.01, 0.067245604665407313, 0.002721491757321266, 0.12476918705565558, 0.05452273142152364, 0.11882924697458593, 0.011613033237000777, 3.5600377192112229, 0.79630917903645182, 2, 3, 2, 1.2727272727272727, 0.11522897640423586
7, -1.0, 10, 46, 0.1, 0.02, 0.5577017521930341, 0.99, 100, 19.8, 20, 27, 0.1, 1.5838636363636363, 633.5454545454545, 0.01, 0.052525360757572505, 0.0013663730899965434, 0.23384750445560246, 0.053262262536767573, 0.3209457764022044, 0.010465577241155381, 5.2358931291484225, 0.93890029379372852, 2, 2, 3, 0.90909090909090906, 0.7668066831851901
8, 3.0, 10, 54, 0.1, 0.02, 0.08745753953636301, 0.99, 100, 19.8, 20, 205, 0.1, 0.057727272727272738, 23.09090909090909, 0.01, 0.082219457178709321, 0.0033126684187682071, 0.060150203580278422, 0.054320313611932083, 0.050867118251604955, 0.011151460347931115, 2.9206225845512974, 0.36620232225132027, 1, 2, 1, 51.18181818181818, 0.32596814095939014
9, 1.0, 6, 39, 0.1, 0.02, 0.39211209933937724, 0.99, 100, 19.8, 20, 89, 0.1, 0.15795454545454543, 63.18181818181818, 0.01, 0.06785829280945388, 0.0026822730617677027, 0.065873869767436144, 0.057608756403009359, 0.22525485504062248, 0.010926790465316446, 3.5977019340808893, 0.33642570755459844, 1, 2, 3, 51.454545454545453, 0.7578519779345209
10, -1.2727272727272727, 6, 67, 0.1, 0.02, 0.5842548453103182, 0.99, 100, 19.8, 20, 21, 0.1, 0.14227272727272727, 56.909090909090907, 0.01, 0.046227702976690051, 0.0014044152626675993, 0.26071682825417147, 0.053477390487407669, 0.33675777314496791, 0.012024219250340753, 5.499897897242902, 0.96654027268447329, 1, 3, 3, 0.54545454545454541, 0.8679035112017349
11, -0.45454545454545453, 6, 140, 0.1, 0.02, 0.5858682649046741, 0.99, 100, 19.8, 20, 16, 0.1, 2.1493181818181819, 859.72727272727275, 0.01, 0.059674688424517036, 0.0029487727292233073, 0.21115327721174718, 0.061240187691557903, 0.33862462778315028, 0.0098494213192226402, 7.2548045815045779, 0.51174191305770256, 2, 2, 2, 2.7272727272727271, 0.31285753183539733
