RowID,MeanIndProduction,VarIndProduction,ResInflow,MaxGrowthRate,MaxMetMaint,MaxActiveDispersal,LogseriesA,StartingSeed,width,height,MeanTotalAbundance,VarTotalAbundance,ImmigrationRate,MeanResourceConcentration,VarResourceConcentration,MeanResourceParticles,VarResourceParticles,Speciation,MeanPerCapitaGrowth,VarPerCapitaGrowth,MeanPerCapitaMaint,VarPerCapitaMaint,MeanPerCapitaActiveDispersal,VarPerCapitaActiveDispersal,MeanSpecGrowth,VarSpecGrowth,MeanSpecDisp,VarSpecDisp,MeanSpecMaint,VarSpecMaint,MeanAvgDist,VarAvgDist,MeanDormFreq,VarDormFreq,TrophicComplexityLevel,ResourceComplexityLevel,SpatialComplexityLevel,MeanEncounter,VarEncounter,Aggregation
1, 1.5742574257425743, 26.719733359474557, 12, 0.2, 0.008, 0.0004545402001205541, 0.99, 100, 19.8, 20, 105.64356435643565, 2584.8036467013035, 0.1, 0.39136138613861388, 0.0083498174198607979, 156.54455445544554, 1335.9707871777277, 0.01, 0.1999935848179539, 3.5580513953137225e-10, 0.0043108036660157029, 2.4477903009819971e-06, 0.00045453428055775545, 2.0460453410181416e-15, 0.1999999999999999, 1.3424303770778357e-33, 0.00045454020012055437, 1.5391992861014607e-38, 0.0080000000000000019, 3.009265538105056e-36, 4.0435013117210401, 0.30306868386731578, 0.54351276755719669, 0.042012879023600291, 1, 1, 2, 22.623762376237625, 324.86834624056468, 0.12513873149519913
2, -0.25742574257425743, 1.1020488187432604, 86, 0.2, 0.008, 0.0007972148880455769, 0.99, 100, 19.8, 20, 10.029702970297029, 40.424860307812963, 0.1, 2.4457425742574257, 0.40134128026664062, 978.29702970297035, 64214.604842662477, 0.01, 0.20000327906561155, 1.0189011052498308e-09, 0.00353114560096119, 2.7993490649066388e-06, 0.00079726822806769305, 4.9649695956362177e-14, 0.19999999999999998, 2.4331550584535773e-33, 0.0007972148880455765, 8.5776171936240191e-38, 0.0080000000000000019, 7.1507299915367665e-37, 10.298890264981329, 6.4377183660624073, 0.67006949322563214, 0.059331440476039568, 2, 3, 2, 0.0, 0.0, 0.3247568865297536
3, -4.5544554455445541, 84.544064307420854, 60, 0.2, 0.008, 0.0006536886251872632, 0.99, 100, 19.8, 20, 888.74257425742576, 23563.062444858344, 0.1, 1.6068564356435642, 0.189963075923929, 642.74257425742576, 30394.092147828651, 0.01, 0.19999656995733028, 2.2550764359634728e-11, 0.0040014325946966991, 1.4275983466144337e-07, 0.00065368495706089557, 1.0054141570945578e-15, 0.19999999999999993, 2.3034884879403771e-33, 0.00065368862518726321, 0.0, 0.0080000000000000019, 3.009265538105056e-36, 2.9344080422797116, 0.51279737894434063, 0.59849171507398924, 0.0022701665362465985, 1, 1, 1, 167.66336633663366, 425.96588569748059, 0.24478449691955553
4, -0.27722772277227725, 0.99245172041956675, 84, 0.2, 0.008, 0.000858741838604875, 0.99, 100, 19.8, 20, 9.8217821782178216, 22.839525536712088, 0.1, 2.3862871287128717, 0.37192123933928056, 954.51485148514848, 59507.39829428486, 0.01, 0.19993515866676193, 2.9698551076631133e-09, 0.003020066801468096, 1.8478620103621957e-06, 0.00085880365212055341, 3.6824412752665173e-14, 0.19999999999999993, 7.9325431372781202e-34, 0.0008587418386048751, 1.1754943508222875e-38, 0.0080000000000000019, 3.009265538105056e-36, 11.058340351679186, 15.448891017477264, 0.7187014524012193, 0.032564372637183349, 2, 3, 3, 0.0099009900990099011, 0.0098029604940692017, 0.2527758860419625
5, -0.18811881188118812, 0.56857170865601414, 35, 0.2, 0.008, 0.0007945791419233295, 0.99, 100, 19.8, 20, 6.2475247524752477, 9.6516027840407794, 0.1, 1.0270544554455447, 0.071065519311832165, 410.8217821782178, 11370.483089893149, 0.01, 0.20005367460759463, 5.7280361709895947e-09, 0.0045639767871951207, 4.4754113308146168e-06, 0.00079427860713533294, 6.7667478177447549e-14, 0.19999999999999998, 1.2051363612403298e-33, 0.00079457914192332911, 1.9901934058476352e-37, 0.0080000000000000019, 2.2643978306533095e-36, 5.3127131711500191, 2.9161308402023729, 0.51947928309314439, 0.095464263904345259, 1, 3, 3, 0.0, 0.0, 0.36097671764540373
6, 1.693069306930693, 8.47014998529556, 79, 0.2, 0.008, 0.000677816556662221, 0.99, 100, 19.8, 20, 55.237623762376238, 3816.9534359376526, 0.1, 6.4307178217821779, 1.9401479377021862, 2572.2871287128714, 310423.67003234982, 0.01, 0.20001790772593447, 3.6283997129894313e-09, 0.0043969801681058096, 2.519577515510269e-06, 0.00067788313081940262, 2.1176358145419778e-14, 0.19999999999999998, 2.059410237562589e-33, 0.00067781655666222069, 1.0579449157400588e-37, 0.0080000000000000019, 1.3109671651150739e-36, 2.7897433377264278, 0.36590443357052244, 0.53343292847300794, 0.046201970569231532, 2, 1, 1, 12.326732673267326, 159.60611704734831, 0.35152392430035356
7, -0.23762376237623761, 1.1316537594353497, 9, 0.2, 0.008, 0.00033035693204882556, 0.99, 100, 19.8, 20, 7.5544554455445541, 66.583668267816861, 0.1, 0.92641089108910901, 0.0080181207724732851, 370.56435643564356, 1282.8993235957259, 0.01, 0.20005966864408301, 5.1751912708066412e-09, 0.004336450426578149, 4.7365682910672654e-06, 0.0003303636169443866, 3.4617133349230661e-14, 0.19999999999999993, 7.7037197775489434e-34, 0.00033035693204882556, 2.9387358770557188e-39, 0.0080000000000000019, 3.009265538105056e-36, 2.6753532599608114, 1.0548854490981447, 0.58649632820522268, 0.12076637345831505, 2, 1, 1, 0.68316831683168322, 1.4837761003823149, 0.11602352412185685
8, -2.6732673267326734, 55.328889324576025, 95, 0.2, 0.008, 0.0004264726584953639, 0.99, 100, 19.8, 20, 287.0, 13428.831683168317, 0.1, 2.4497029702970297, 0.49456661969414767, 979.88118811881191, 79130.659151063621, 0.01, 0.20000608663590375, 1.3374763237480144e-10, 0.0056261071594298885, 9.1644355230956954e-08, 0.00042645346091886685, 2.965567632196441e-16, 0.19999999999999996, 7.7037197775489434e-34, 0.00042647265849536398, 2.6448622893501469e-38, 0.0080000000000000019, 3.009265538105056e-36, 9.1560239267445791, 0.89975508966354723, 0.41027405920474608, 0.002599949286355172, 1, 2, 3, 75.306930693069305, 973.777080678365, 0.3437218877089062
9, -0.21782178217821782, 0.96245466130771506, 16, 0.2, 0.008, 0.0008529273569530657, 0.99, 100, 19.8, 20, 5.4257425742574261, 30.739535339672571, 0.1, 0.52071782178217818, 0.016770091167532593, 208.28712871287129, 2683.2145868052153, 0.01, 0.20000054833848011, 1.5829191605142255e-08, 0.0043990476940758503, 4.3987746338657506e-06, 0.00085286837127442061, 1.3426774587652939e-13, 0.1999999999999999, 7.5362476084717926e-34, 0.00085292735695306602, 1.1499401258044117e-38, 0.0080000000000000019, 2.943846722059294e-36, 5.6323003255553621, 3.6043378210392172, 0.57760791539488932, 0.1082753226925503, 2, 3, 2, 0.0, 0.0, 0.24327592854002456
10, -2.2079207920792081, 32.897363003627092, 31, 0.2, 0.008, 0.0006430687419046895, 0.99, 100, 19.8, 20, 83.415841584158414, 5292.3221252818339, 0.1, 0.72000000000000008, 0.05061831683168317, 288.0, 8098.9306930693074, 0.01, 0.20000228664533504, 2.749074654366958e-10, 0.003980203672827142, 1.7142915587671583e-06, 0.00064305274190074437, 5.9194582380515345e-15, 0.19999999999999998, 1.9983906749681418e-33, 0.0006430687419046896, 9.8927742395935084e-39, 0.0080000000000000019, 1.2513777485189341e-36, 5.0334422664096694, 5.4794876099015593, 0.60871665599350888, 0.032845785071850889, 1, 2, 2, 10.01980198019802, 54.910498970689154, 0.2830310449221375
11, -0.39603960396039606, 2.0807763944711302, 80, 0.2, 0.008, 0.0009695152787714122, 0.99, 100, 19.8, 20, 24.93069306930693, 65.648661895892545, 0.1, 4.3845792079207921, 0.52724877095382805, 1753.8316831683169, 84359.803352612493, 0.01, 0.20001507417218972, 1.0679711186440626e-09, 0.0032769188583094762, 6.4824727621382824e-07, 0.000969407215089534, 2.8628741773183178e-14, 0.19999999999999993, 2.5323118476695535e-33, 0.00096951527877141232, 1.1754943508222875e-38, 0.0080000000000000019, 3.009265538105056e-36, 2.9229364974800727, 0.58060682791357832, 0.69135363047918164, 0.012947925550916351, 2, 2, 1, 2.4653465346534653, 3.3973139888246253, 0.031988214408717325
12, -0.27722772277227725, 2.0419566709146162, 25, 0.2, 0.008, 0.0007761992774434138, 0.99, 100, 19.8, 20, 16.801980198019802, 76.139005979805916, 0.1, 2.3755693069306929, 0.20542127242427216, 950.22772277227727, 32867.403587883549, 0.01, 0.20003867735602654, 3.6623629474441834e-09, 0.0037687355800895138, 4.8945415378845774e-06, 0.00077616615180509303, 1.2509855437732461e-14, 0.19999999999999998, 1.6856654166716006e-33, 0.00077619927744341415, 7.9607736233905409e-38, 0.0080000000000000019, 1.3705565817112137e-36, 2.5685492781254213, 0.53687273087474052, 0.63398454283600814, 0.096332829016422261, 2, 1, 1, 2.9504950495049505, 9.7500245074012373, 0.18627349495379292
13, -0.34653465346534651, 1.3947652190961668, 63, 0.2, 0.008, 0.00048467254275914477, 0.99, 100, 19.8, 20, 11.702970297029703, 37.238506028820709, 0.1, 2.0064356435643567, 0.22772380526418978, 802.57425742574253, 36435.808842270366, 0.01, 0.200034316645717, 7.2464086587407848e-09, 0.0033571292167391825, 2.2957123930199534e-06, 0.00048478299948254014, 2.4715134383681241e-14, 0.19999999999999996, 7.7037197775489434e-34, 0.00048467254275914471, 2.9387358770557188e-39, 0.0080000000000000019, 3.009265538105056e-36, 2.7329508734837198, 0.60520805801387034, 0.67892099972098208, 0.044163400702527535, 2, 3, 1, 0.0, 0.0, 0.13374030873493303
