RowID,MeanIndProduction,VarIndProduction,ResInflow,MaxGrowthRate,MaxMetMaint,MaxActiveDispersal,LogseriesA,StartingSeed,width,height,MeanTotalAbundance,VarTotalAbundance,ImmigrationRate,MeanResourceConcentration,VarResourceConcentration,MeanResourceParticles,VarResourceParticles,Speciation,MeanPerCapitaGrowth,VarPerCapitaGrowth,MeanPerCapitaMaint,VarPerCapitaMaint,MeanPerCapitaActiveDispersal,VarPerCapitaActiveDispersal,MeanSpecGrowth,VarSpecGrowth,MeanSpecDisp,VarSpecDisp,MeanSpecMaint,VarSpecMaint,MeanAvgDist,VarAvgDist,MeanDormFreq,VarDormFreq,TrophicComplexityLevel,ResourceComplexityLevel,SpatialComplexityLevel,MeanEncounter,VarEncounter,IncomingResAgg,MeanIndAgg,VarIndAgg,MeanResAgg,VarResAgg
17, 0.0, 0.0, 9, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 39.619999999999997, 628.19560000000001, 0.0, 0.22, 0.0, 88.0, 0.0, 0.0, 0.19999463535349149, 0.0, 0.00017197321287132724, 0.0, 0.0099994244179240979, 0.0, 0.19999999999999998, 0.0, 0.01, 0.0, 0.0040000000000000001, 0.0, 2.4288916880506402, 0.0, 0.23863636363636365, 0.0, 1, 1, 1, 10.0, 0.0, 0.33385244475659454, 0.73145245559038663, 0.0, 1.1494252873563218, 0.0
18, 1.0, 0.0, 20, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 49.630000000000003, 908.55309999999986, 0.0, 0.49249999999999999, 0.0, 197.0, 0.0, 0.0, 0.20003953397043878, 0.0, 0.00021473941103018575, 0.0, 0.009999222494140805, 0.0, 0.20000000000000001, 0.0, 0.01, 0.0, 0.0040000000000000001, 0.0, 3.6513084365337818, 0.0, 0.53398058252427183, 0.0, 1, 1, 2, 6.0, 0.0, 0.2531938514654297, 28.250523510375025, 0.0, 2.8799336993680722, 0.0
19, 4.0, 0.0, 20, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 52.969999999999999, 1572.0091, 0.0, 0.48499999999999999, 0.0, 194.0, 0.0, 0.0, 0.20001079855259293, 0.0, 0.00025125385675487804, 0.0, 0.0010000041246484993, 0.0, 0.20000000000000001, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 3.2499361775866844, 0.0, 0.23648648648648649, 0.0, 1, 1, 1, 21.0, 0.0, 0.7141340261823006, 0.55157198014340869, 0.0, 1.5170129800758507, 0.0
20, -1.0, 0.0, 4, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 32.109999999999999, 310.05790000000002, 0.0, 0.105, 0.0, 42.0, 0.0, 0.0, 0.19997412862359459, 0.0, 0.00015089370866479859, 0.0, 0.00099991693658115898, 0.0, 0.19999999999999998, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 4.4579252139351873, 0.0, 0.21212121212121213, 0.0, 1, 1, 1, 6.0, 0.0, 0.7323904759548611, 0.93240093240093236, 0.0, 0.46457607433217191, 0.0
21, 1.0, 0.0, 8, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 27.210000000000001, 120.66589999999997, 0.0, 0.17000000000000001, 0.0, 68.0, 0.0, 0.0, 0.20006741287368451, 0.0, 0.00027171302043205636, 0.0, 0.001000015406891744, 0.0, 0.19999999999999998, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 4.4479065956019443, 0.0, 0.67924528301886788, 0.0, 1, 1, 2, 0.0, 0.0, 0.26212157168146816, 56.894049346879534, 0.0, 3.5118525021949076, 0.0
22, 3.0, 0.0, 10, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 51.18, 1222.5675999999999, 0.0, 0.25, 0.0, 100.0, 0.0, 0.0, 0.19997946337947073, 0.0, 0.00023629541002126347, 0.0, 0.00099989187090154265, 0.0, 0.20000000000000001, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 4.8825698407455267, 0.0, 0.24427480916030533, 0.0, 1, 1, 1, 15.0, 0.0, 0.7310432423938429, 0.98649442160892542, 0.0, 1.0505050505050506, 0.0
23, 0.0, 0.0, 3, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 16.920000000000002, 32.313599999999994, 0.0, 0.072499999999999995, 0.0, 29.0, 0.0, 0.0, 0.1999493258598809, 0.0, 0.00019240433681400837, 0.0, 0.00099980688449596822, 0.0, 0.20000000000000001, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 2.5895988485175629, 0.0, 0.83999999999999997, 0.0, 1, 1, 2, 0.0, 0.0, 0.4577191754280208, 86.666666666666671, 0.0, 0.0, 0.0
24, 0.0, 0.0, 9, 0.2, 0.004, 0.1, 0.99, 10, 19.8, 20, 58.799999999999997, 1172.4000000000001, 0.0, 0.21249999999999999, 0.0, 85.0, 0.0, 0.0, 0.20001856150483879, 0.0, 0.00031018764792887729, 0.0, 0.09999191056978414, 0.0, 0.19999999999999998, 0.0, 0.099999999999999992, 0.0, 0.0040000000000000001, 0.0, 4.593535161029016, 0.0, 0.52100840336134457, 0.0, 1, 1, 2, 4.0, 0.0, 0.657487411532719, 17.490385984902435, 0.0, 1.792717086834734, 0.0
25, 3.0, 0.0, 12, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 59.0, 1497.9200000000001, 0.0, 0.34499999999999997, 0.0, 138.0, 0.0, 0.0, 0.20000967560873917, 0.0, 0.00024484294446115121, 0.0, 0.0099992101227584489, 0.0, 0.20000000000000001, 0.0, 0.01, 0.0, 0.0040000000000000001, 0.0, 6.4748032351493423, 0.0, 0.60162601626016265, 0.0, 1, 1, 2, 4.0, 0.0, 0.58896351605007, 17.113154738104758, 0.0, 1.5233259282767375, 0.0
26, 2.0, 0.0, 7, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 25.809999999999999, 149.47389999999999, 0.0, 0.1825, 0.0, 73.0, 0.0, 0.0, 0.20002066665646356, 0.0, 0.00040800378959162281, 0.0, 0.00099988244927230719, 0.0, 0.20000000000000001, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 3.1542277517633885, 0.0, 0.49056603773584906, 0.0, 1, 1, 3, 2.0, 0.0, 0.268560277140384, 29.898403483309142, 0.0, 3.0441400304414001, 0.0
27, 2.0, 0.0, 16, 0.2, 0.004, 0.1, 0.99, 10, 19.8, 20, 58.810000000000002, 3219.1739000000002, 0.0, 0.39500000000000002, 0.0, 158.0, 0.0, 0.0, 0.19998946722316741, 0.0, 0.00021858502535185439, 0.0, 0.099992710224140746, 0.0, 0.19999999999999998, 0.0, 0.099999999999999992, 0.0, 0.0040000000000000001, 0.0, 2.9956629050617174, 0.0, 0.44021739130434784, 0.0, 1, 1, 3, 18.0, 0.0, 0.4235721878715948, 10.453789498693276, 0.0, 2.9025235830041121, 0.0
28, 2.0, 0.0, 8, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 48.75, 1102.4275, 0.0, 0.23000000000000001, 0.0, 92.0, 0.0, 0.0, 0.19999601896909083, 0.0, 0.00030691250913801582, 0.0, 0.01000082056593307, 0.0, 0.19999999999999998, 0.0, 0.01, 0.0, 0.0040000000000000001, 0.0, 4.1016840762861495, 0.0, 0.17647058823529413, 0.0, 1, 1, 1, 11.0, 0.0, 0.6237318169763789, 0.79760717846460616, 0.0, 0.95556617295747726, 0.0
29, 2.0, 0.0, 15, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 42.899999999999999, 927.07000000000005, 0.0, 0.34499999999999997, 0.0, 138.0, 0.0, 0.0, 0.20001392219952327, 0.0, 0.0003191775977633279, 0.0, 0.0099991448088544762, 0.0, 0.19999999999999998, 0.0, 0.01, 0.0, 0.0040000000000000001, 0.0, 4.2981618388730372, 0.0, 0.20000000000000001, 0.0, 1, 1, 1, 13.0, 0.0, 0.7604929190336917, 1.067556296914095, 0.0, 1.269438273563948, 0.0
30, 0.0, 0.0, 10, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 44.420000000000002, 653.02359999999999, 0.0, 0.29749999999999999, 0.0, 119.0, 0.0, 0.0, 0.20001862367930887, 0.0, 0.00021924601313143386, 0.0, 0.00099987992498354068, 0.0, 0.20000000000000001, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 2.2344873781355892, 0.0, 0.5056179775280899, 0.0, 1, 1, 2, 6.0, 0.0, 0.7958321021149604, 16.036772216547497, 0.0, 1.5952143569292123, 0.0
31, 0.0, 0.0, 1, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 9.1699999999999999, 0.88109999999999988, 0.0, 0.0275, 0.0, 11.0, 0.0, 0.0, 0.20019483018163986, 0.0, 0.00020018648987435127, 0.0, 0.0010001075400564031, 0.0, 0.19999999999999998, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 3.0769389475197904, 0.0, 1.0, 0.0, 1, 1, 3, 0.0, 0.0, 0.7900154416457512, 0.0, 0.0, 0.0, 0.0
32, 3.0, 0.0, 13, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 150.12, 9373.4655999999977, 0.0, 0.28249999999999997, 0.0, 113.0, 0.0, 0.0, 0.19999839508546874, 0.0, 0.00021188487214500172, 0.0, 0.010000263264149661, 0.0, 0.20000000000000001, 0.0, 0.01, 0.0, 0.0040000000000000001, 0.0, 6.0624144984057322, 0.0, 0.66006600660066006, 0.0, 1, 1, 3, 7.0, 0.0, 0.7746017550116245, 9.7829650514720345, 0.0, 2.4020227560050569, 0.0
33, 1.0, 0.0, 10, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 36.869999999999997, 536.45309999999995, 0.0, 0.27500000000000002, 0.0, 110.0, 0.0, 0.0, 0.19997754758542174, 0.0, 0.00018007241100602593, 0.0, 0.0099982709210589011, 0.0, 0.19999999999999998, 0.0, 0.01, 0.0, 0.0040000000000000001, 0.0, 2.703871115291661, 0.0, 0.16279069767441862, 0.0, 1, 1, 1, 7.0, 0.0, 0.3466785115542556, 1.3132694938440492, 0.0, 1.3344453711426187, 0.0
34, 8.0, 0.0, 19, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 89.25, 3321.2674999999999, 0.0, 0.41999999999999998, 0.0, 168.0, 0.0, 0.0, 0.19999579496289904, 0.0, 0.00032262684557787515, 0.0, 0.010000069224288796, 0.0, 0.20000000000000001, 0.0, 0.01, 0.0, 0.0040000000000000001, 0.0, 4.6985615504580824, 0.0, 0.45726495726495725, 0.0, 1, 1, 3, 12.0, 0.0, 0.7876277850082093, 12.706797256153479, 0.0, 1.3686911890504705, 0.0
35, 1.0, 0.0, 19, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 95.040000000000006, 3359.3983999999991, 0.0, 0.39000000000000001, 0.0, 156.0, 0.0, 0.0, 0.19999652480515223, 0.0, 0.00023639226061264467, 0.0, 0.0099985262849785275, 0.0, 0.20000000000000001, 0.0, 0.01, 0.0, 0.0040000000000000001, 0.0, 6.7037922667026564, 0.0, 0.73224043715846998, 0.0, 1, 1, 2, 6.0, 0.0, 0.1639999987095076, 43.33153185612202, 0.0, 4.301075268817204, 0.0
36, 1.0, 0.0, 9, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 49.479999999999997, 1127.7896000000001, 0.0, 0.20499999999999999, 0.0, 82.0, 0.0, 0.0, 0.20001316552997284, 0.0, 0.00023168150898801769, 0.0, 0.0010001179387358772, 0.0, 0.19999999999999998, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 3.7366482916443386, 0.0, 0.64912280701754388, 0.0, 1, 1, 3, 1.0, 0.0, 0.7788388349159919, 43.098897686694613, 0.0, 1.9271303824149353, 0.0
37, 2.0, 0.0, 8, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 28.57, 212.24510000000001, 0.0, 0.19750000000000001, 0.0, 79.0, 0.0, 0.0, 0.19996633534255276, 0.0, 0.0002965291650817481, 0.0, 0.000999892371598373, 0.0, 0.20000000000000001, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 2.6967567679501743, 0.0, 0.14285714285714285, 0.0, 1, 1, 1, 7.0, 0.0, 0.557404478038194, 2.0481310803891448, 0.0, 1.03862382343395, 0.0
38, 2.0, 0.0, 5, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 27.5, 217.55000000000001, 0.0, 0.1225, 0.0, 49.0, 0.0, 0.0, 0.19998955244005004, 0.0, 0.00016834908989044647, 0.0, 0.0099979308948739496, 0.0, 0.20000000000000001, 0.0, 0.01, 0.0, 0.0040000000000000001, 0.0, 4.1157759906747629, 0.0, 0.24074074074074073, 0.0, 1, 1, 1, 7.0, 0.0, 0.31060135159995456, 1.1180992313067786, 0.0, 1.0204081632653061, 0.0
39, -1.0, 0.0, 15, 0.2, 0.004, 0.1, 0.99, 10, 19.8, 20, 29.73, 207.7971, 0.0, 0.36249999999999999, 0.0, 145.0, 0.0, 0.0, 0.20002627008553328, 0.0, 0.00018001551044295112, 0.0, 0.099975687313676176, 0.0, 0.20000000000000001, 0.0, 0.10000000000000001, 0.0, 0.004000000000000001, 0.0, 3.5919814951072055, 0.0, 0.38596491228070173, 0.0, 1, 1, 2, 5.0, 0.0, 0.49429163837682843, 11.027568922305765, 0.0, 2.2988505747126435, 0.0
40, 2.0, 0.0, 11, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 27.300000000000001, 325.13000000000005, 0.0, 0.26250000000000001, 0.0, 105.0, 0.0, 0.0, 0.2000053946891249, 0.0, 0.00030815524103431702, 0.0, 0.0099996195486109739, 0.0, 0.20000000000000001, 0.0, 0.0099999999999999985, 0.0, 0.004000000000000001, 0.0, 2.7516144596182777, 0.0, 0.53846153846153844, 0.0, 1, 1, 3, 8.0, 0.0, 0.7844711431945066, 29.423076923076923, 0.0, 1.9047619047619047, 0.0
41, -1.0, 0.0, 11, 0.2, 0.004, 0.1, 0.99, 10, 19.8, 20, 96.969999999999999, 4604.6890999999996, 0.0, 0.23999999999999999, 0.0, 96.0, 0.0, 0.0, 0.19999937268352547, 0.0, 0.00018900956799616141, 0.0, 0.099995059776942452, 0.0, 0.19999999999999998, 0.0, 0.099999999999999992, 0.0, 0.0040000000000000001, 0.0, 3.9203607400103082, 0.0, 0.74736842105263157, 0.0, 1, 1, 2, 2.0, 0.0, 0.563752053121275, 25.218602060707322, 0.0, 2.6315789473684212, 0.0
42, 0.0, 0.0, 16, 0.2, 0.004, 0.01, 0.99, 10, 19.8, 20, 41.890000000000001, 740.85790000000009, 0.0, 0.37, 0.0, 148.0, 0.0, 0.0, 0.20001882225026593, 0.0, 0.00018908719000908608, 0.0, 0.009999628572321579, 0.0, 0.19999999999999998, 0.0, 0.01, 0.0, 0.0040000000000000001, 0.0, 2.4935037335914254, 0.0, 0.54022988505747127, 0.0, 1, 1, 2, 6.0, 0.0, 0.36838364194921275, 27.372360331462176, 0.0, 2.1695164552307409, 0.0
43, 1.0, 0.0, 14, 0.2, 0.004, 0.1, 0.99, 10, 19.8, 20, 45.82, 1229.4276, 0.0, 0.35499999999999998, 0.0, 142.0, 0.0, 0.0, 0.19999816295234751, 0.0, 0.00024142585684334926, 0.0, 0.10000909010475796, 0.0, 0.20000000000000001, 0.0, 0.10000000000000001, 0.0, 0.0040000000000000001, 0.0, 2.8065918697045591, 0.0, 0.16129032258064516, 0.0, 1, 1, 1, 18.0, 0.0, 0.32275381465784536, 1.4686598478888016, 0.0, 0.83907701528318845, 0.0
44, 4.0, 0.0, 14, 0.2, 0.004, 0.1, 0.99, 10, 19.8, 20, 26.399999999999999, 348.92000000000002, 0.0, 0.3175, 0.0, 127.0, 0.0, 0.0, 0.19998693013575947, 0.0, 0.00077672591128771903, 0.0, 0.099991413079374383, 0.0, 0.20000000000000001, 0.0, 0.10000000000000001, 0.0, 0.0040000000000000001, 0.0, 4.3059194995318242, 0.0, 0.35294117647058826, 0.0, 1, 1, 3, 19.0, 0.0, 0.2245651984384735, 5.0420168067226889, 0.0, 3.9995000624921886, 0.0
45, 3.0, 0.0, 11, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 38.340000000000003, 578.28440000000001, 0.0, 0.2225, 0.0, 89.0, 0.0, 0.0, 0.19999142918307974, 0.0, 0.00022072829080336945, 0.0, 0.0010000954208974192, 0.0, 0.20000000000000001, 0.0, 0.0010000000000000002, 0.0, 0.004000000000000001, 0.0, 3.4946185987966496, 0.0, 0.19801980198019803, 0.0, 1, 1, 1, 14.0, 0.0, 0.5172124031392403, 1.5841584158415842, 0.0, 1.0214504596527068, 0.0
46, 1.0, 0.0, 2, 0.2, 0.004, 0.1, 0.99, 10, 19.8, 20, 21.059999999999999, 58.816400000000016, 0.0, 0.040000000000000001, 0.0, 16.0, 0.0, 0.0, 0.20003825798094291, 0.0, 0.00018883706328586176, 0.0, 0.10003988189564243, 0.0, 0.20000000000000001, 0.0, 0.10000000000000001, 0.0, 0.004000000000000001, 0.0, 5.3925440115094263, 0.0, 0.6470588235294118, 0.0, 1, 1, 2, 0.0, 0.0, 0.5520645128210067, 25.668449197860962, 0.0, 3.3333333333333335, 0.0
47, 0.0, 0.0, 1, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 16.530000000000001, 12.669100000000006, 0.0, 0.0275, 0.0, 11.0, 0.0, 0.0, 0.19999489394312819, 0.0, 0.00017885038496312701, 0.0, 0.0010001115204867435, 0.0, 0.19999999999999998, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 4.8280853277966207, 0.0, 0.88888888888888884, 0.0, 1, 1, 3, 0.0, 0.0, 0.5164511898968209, 47.058823529411768, 0.0, 7.2727272727272725, 0.0
48, 2.0, 0.0, 18, 0.2, 0.004, 0.001, 0.99, 10, 19.8, 20, 19.02, 115.25959999999999, 0.0, 0.46750000000000003, 0.0, 187.0, 0.0, 0.0, 0.19995625258352734, 0.0, 0.00043354378768529247, 0.0, 0.00099973104968497923, 0.0, 0.19999999999999998, 0.0, 0.001, 0.0, 0.0040000000000000001, 0.0, 5.0711721885752601, 0.0, 0.3125, 0.0, 1, 1, 2, 5.0, 0.0, 0.2001345317317152, 47.5177304964539, 0.0, 3.3350583635213615, 0.0
