RowID,IndProduction,ResInflow,MaxGrowthRate,MaxMetMaint,MaxActiveDispersal,LogseriesA,StartingSeed,width,height,TotalAbundance,ImmigrationRate,ResourceConcentration,ResourceParticles,Speciation,AvgPerCapitaGrowth,AvgPerCapitaMaint,AvgPerCapitaActiveDispersal,SpecGrowth,SpecDisp,SpecMaint,AvgDist,DormFreq,TrophicComplexityLevel,ResourceComplexityLevel,SpatialComplexityLevel,AvgEncounter,Aggregation
1, -0.90909090909090906, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 980, 0.1, 0.046818181818181821, 18.727272727272727, 0.01, 0.4114451882470842, 0.0010555661796734271, 0.0083378865872702004, 0.31472882606510122, 0.0054484529507856242, 0.0035877359006105812, 5.6202125825172011, 0.31115004563527154, 1, 1, 3, 23.272727272727273, 0.07058763443798136
2, -0.45454545454545453, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 22, 0.1, 0.21249999999999999, 85.0, 0.01, 0.1063143153330892, 0.0014566047906107498, 0.0055677387557808789, 0.26401128012410219, 0.005139459456490982, 0.0045899481707674305, 2.9799568608942177, 0.73796263025512043, 2, 3, 3, 0.0, 0.1387942592077133
3, -0.18181818181818182, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 991, 0.1, 0.03386363636363636, 13.545454545454545, 0.01, 0.38188859518697388, 0.0012751065171110855, 0.0077561178625686518, 0.31509107785597851, 0.0049369428934049253, 0.0045716723701806619, 4.3578298687277437, 0.30355624953152854, 1, 1, 3, 33.454545454545453, 0.2757771345510254
4, -0.54545454545454541, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 17, 0.1, 0.60454545454545461, 241.81818181818181, 0.01, 0.35693777138393096, 0.00058192493399688476, 0.0055246207895112759, 0.3181503698586598, 0.0057837066854067943, 0.003918493411261317, 2.5886952853510574, 0.85980034757124535, 2, 2, 1, 0.36363636363636365, 0.12660902174801666
5, -1.2727272727272727, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 51, 0.1, 1.0431818181818182, 417.27272727272725, 0.01, 0.29105410883535399, 0.0011231535485918187, 0.0056354851074134097, 0.27546133613680163, 0.0056574128983676664, 0.0042165930019744521, 3.0665878189242943, 0.53027129130865691, 2, 1, 1, 1.3636363636363635, 0.2793460295971934
6, -0.090909090909090912, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 1000, 0.1, 1.4695454545454545, 587.81818181818187, 0.01, 0.42767360027768769, 0.0050890816703957004, 0.0086085444226411782, 0.29446779139627655, 0.0057798358906909373, 0.0043149010903383083, 1.9059167685343945, 0.098772899881116316, 2, 1, 3, 449.36363636363637, 0.08560243642783523
7, 4.6363636363636367, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 244, 0.1, 0.12659090909090909, 50.636363636363633, 0.01, 0.33903783951961047, 0.0011631457424177297, 0.0057121846772638504, 0.27632876993125582, 0.005956858288128467, 0.0043496775533623036, 2.971353303434654, 0.24221863708378299, 1, 2, 1, 18.181818181818183, 0.09801208853092656
8, -0.63636363636363635, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 20, 0.1, 0.79659090909090902, 318.63636363636363, 0.01, 0.41928686351728151, 0.0019917015502528067, 0.0048634674562446625, 0.31440595880608158, 0.0060707250748884079, 0.0043849343328121859, 5.5900744581495365, 0.50242752206126695, 2, 2, 2, 0.18181818181818182, 0.056134289782183946
9, -2.3636363636363638, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 561, 0.1, 0.20840909090909088, 83.36363636363636, 0.01, 0.28160379250875706, 0.00062630272742264504, 0.0042707905070561158, 0.2571572742628318, 0.0064969327760016939, 0.0047553502498035582, 2.5323884713548108, 0.38030617605760247, 1, 1, 1, 35.727272727272727, 0.2251771477604581
10, 6.8181818181818183, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 261, 0.1, 0.125, 50.0, 0.01, 0.37712665433836712, 0.0013757127445595651, 0.005230106686549451, 0.25526555689256603, 0.0058914847321030065, 0.0042966846946805495, 2.6236128162693628, 0.29177933802294986, 1, 2, 1, 14.545454545454545, 0.11776099995666083
11, -0.090909090909090912, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 24, 0.1, 0.23659090909090913, 94.63636363636364, 0.01, 0.28647551297175322, 0.0014980980591253045, 0.0032393252151806124, 0.28531308014687984, 0.0055364496289924958, 0.004132962488327555, 2.7835319511966881, 0.56746695333651853, 2, 3, 1, 0.18181818181818182, 0.34102296110671376
12, -0.18181818181818182, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 18, 0.1, 0.19045454545454543, 76.181818181818187, 0.01, 0.17421048001395356, 0.00096359759477290037, 0.0028857265386601997, 0.25264529325287605, 0.0051689300105524152, 0.0047071441292434509, 6.4606540476097534, 0.86585514588610579, 1, 3, 2, 0.0, 0.26071996514529605
13, -0.27272727272727271, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 31, 0.1, 0.54159090909090923, 216.63636363636363, 0.01, 0.22646386447397646, 0.0014667283887290809, 0.0061550143390100929, 0.27165364252866159, 0.006362299513326777, 0.0041317642231701807, 2.6117450088737733, 0.5119806286950932, 2, 2, 1, 0.27272727272727271, 0.29367761163694617
14, -0.45454545454545453, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 61, 0.1, 0.72590909090909084, 290.36363636363637, 0.01, 0.20156206528954856, 0.0012166546257704781, 0.0023727377447938379, 0.28303420793792344, 0.0055851456901448108, 0.004570266827597153, 4.4681678096508941, 0.246802873425748, 2, 2, 3, 0.72727272727272729, 0.316280943862193
15, 0.27272727272727271, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 44, 0.1, 0.14295454545454545, 57.18181818181818, 0.01, 0.16977102376418277, 0.0012022270890911112, 0.0054405267601556461, 0.27592024251488251, 0.0051115733067236069, 0.003834104302272265, 3.6632479328227472, 0.39020673805451589, 1, 2, 3, 5.1818181818181817, 0.25646576513689834
16, -1.2727272727272727, 5, 0.5, 0.008, 0.01, 0.99, 100, 19.8, 20, 19, 0.1, 0.64795454545454545, 259.18181818181819, 0.01, 0.17839593470844545, 0.0012523409781134759, 0.0037096860534676368, 0.26946118569483662, 0.0052645161636408044, 0.0038175064520143661, 3.368174262598596, 0.33499346922791901, 2, 2, 2, 0.90909090909090906, 0.020637817817514795
