RowID,MeanIndProduction,VarIndProduction,ResInflow,MaxGrowthRate,MaxMetMaint,MaxActiveDispersal,LogseriesA,StartingSeed,width,height,MeanTotalAbundance,VarTotalAbundance,ImmigrationRate,MeanResourceConcentration,VarResourceConcentration,MeanResourceParticles,VarResourceParticles,Speciation,MeanPerCapitaGrowth,VarPerCapitaGrowth,MeanPerCapitaMaint,VarPerCapitaMaint,MeanPerCapitaActiveDispersal,VarPerCapitaActiveDispersal,MeanSpecGrowth,VarSpecGrowth,MeanSpecDisp,VarSpecDisp,MeanSpecMaint,VarSpecMaint,MeanAvgDist,VarAvgDist,MeanDormFreq,VarDormFreq,TrophicComplexityLevel,ResourceComplexityLevel,SpatialComplexityLevel,MeanEncounter,VarEncounter,IncomingResAgg,MeanIndAgg,VarIndAgg,MeanResAgg,VarResAgg
1, 1.0, 4.2800000000000002, 20, 0.1, 0.004, 0.01, 0.99, 100, 19.8, 20, 313.57999999999998, 240.4436, 0.0, 0.80440000000000011, 0.015732139999999999, 321.75999999999999, 2517.1423999999997, 0.0, 0.10000556515288934, 1.8221743748475065e-12, 0.00016161236469611575, 4.622832093921012e-10, 0.0099996960095428671, 3.4873628317833861e-14, 0.099999999999999978, 7.7037197775489434e-34, 0.01, 0.0, 0.0040000000000000001, 0.0, 3.1284282261615441, 0.17579855871197306, 0.40116178559631649, 0.00038663405213115905, 3, 1, 2, 14.699999999999999, 14.410000000000002, 0.3214842722760171, 4.9431654924057682, 0.023081936302223154, 2.47212588571012, 0.039996419048643456
2, 0.16, 1.0944, 16, 0.1, 0.004, 0.1, 0.99, 100, 19.8, 20, 190.86000000000001, 3.7204000000000006, 0.0, 1.22675, 0.033427062499999993, 490.69999999999999, 5348.3299999999999, 0.0, 0.10000548280575401, 1.6822596114903337e-12, 0.0001117794563140847, 4.1045444814755496e-10, 0.099999010256094104, 1.2298525530629453e-12, 0.10000000000000001, 1.9259299443872359e-34, 0.10000000000000001, 1.9259299443872359e-34, 0.004000000000000001, 0.0, 3.4546126937548109, 0.59666089026109104, 0.44120955934095485, 0.0012326457746083801, 2, 2, 1, 4.1200000000000001, 4.5456000000000003, 0.7981387888884619, 1.2071438926998548, 0.051955084067576519, 1.2386116650172929, 0.020414921431852303
3, -0.38, 0.83560000000000001, 6, 0.1, 0.004, 0.1, 0.99, 100, 19.8, 20, 105.06, 57.176400000000015, 0.0, 0.29255000000000003, 0.0026241224999999997, 117.02, 419.85960000000006, 0.0, 0.10000022148329059, 3.4612270306504624e-12, 0.00018986742479980701, 3.6665504029574942e-10, 0.09999761327382134, 4.8776132232705114e-11, 0.09999999999999995, 0.0, 0.09999999999999995, 0.0, 0.004000000000000001, 0.0, 2.8816017041930539, 0.18313342889754747, 0.82742487676231424, 0.00016776122187903828, 3, 2, 3, 1.1599999999999999, 1.5344, 0.48470888047914407, 1.7898449324173642, 0.042693804096814975, 1.4031335191877952, 0.027013565469453944
4, -0.12, 1.0656000000000001, 18, 0.1, 0.004, 0.01, 0.99, 100, 19.8, 20, 131.91999999999999, 6.2335999999999991, 0.0, 0.89679999999999993, 0.010688759999999999, 358.72000000000003, 1710.2016000000001, 0.0, 0.10000218981102656, 1.397585703028178e-12, 0.00012607063804186746, 2.9377157253161374e-10, 0.0099990634549166676, 6.0048042300955111e-14, 0.099999999999999964, 1.9259299443872359e-34, 0.010000000000000002, 0.0, 0.0040000000000000001, 0.0, 5.5263296732107801, 1.3085261487522299, 0.6623634630421108, 0.00080528150820115578, 1, 3, 3, 0.14000000000000001, 0.12039999999999998, 0.6890148826509069, 3.1591985765152963, 0.20840544668284589, 2.1747717806919353, 0.014366201688603182
5, -0.22, 0.89160000000000028, 13, 0.1, 0.004, 0.1, 0.99, 100, 19.8, 20, 154.12, 20.7056, 0.0, 0.65300000000000002, 0.0058414999999999995, 261.19999999999999, 934.63999999999999, 0.0, 0.10001808575207488, 2.5692662516989194e-12, 9.9313132577398105e-05, 4.9643792190110531e-10, 0.10001268101527618, 1.5381881387543031e-12, 0.10000000000000001, 1.9259299443872359e-34, 0.10000000000000001, 1.9259299443872359e-34, 0.004000000000000001, 0.0, 3.3992463469778071, 0.434236194406455, 0.48789095776417502, 0.0013897539199375461, 2, 3, 1, 0.02, 0.019599999999999992, 0.5179112011667315, 1.2732576388179477, 0.086715267873271565, 1.2361202773132216, 0.042540581250785338
6, -0.22, 0.41159999999999997, 9, 0.1, 0.004, 0.01, 0.99, 100, 19.8, 20, 98.579999999999998, 7.6035999999999992, 0.0, 0.36879999999999996, 0.0016555599999999995, 147.52000000000001, 264.88960000000003, 0.0, 0.10000163574844821, 3.2988250168606683e-12, 0.00015968210675655709, 8.4024341884418024e-11, 0.0099991658578228049, 1.1939708773511597e-14, 0.10000000000000001, 1.9259299443872359e-34, 0.010000000000000002, 0.0, 0.004000000000000001, 0.0, 4.5493815388592251, 0.53501441315906562, 0.83622491022499912, 0.00023960623525195595, 2, 3, 2, 0.040000000000000001, 0.038400000000000011, 0.6921173618763455, 2.1326058988675314, 0.037285079121213358, 4.5162547238198991, 0.40841089791700902
7, 0.47999999999999998, 2.0495999999999999, 19, 0.1, 0.004, 0.001, 0.99, 100, 19.8, 20, 294.60000000000002, 39.559999999999995, 0.0, 0.6452, 0.0072034599999999992, 258.07999999999998, 1152.5536, 0.0, 0.10000380891267847, 2.8505184831036974e-13, 9.4059732154728421e-05, 6.7048050926436702e-10, 0.0010000373446808013, 1.9091905576284151e-16, 0.10000000000000001, 1.9259299443872359e-34, 0.0010000000000000002, 0.0, 0.004000000000000001, 0.0, 3.4257334863788778, 0.53960691551419948, 0.28825997620779492, 0.0006027334154092177, 1, 2, 1, 12.640000000000001, 10.110399999999997, 0.7413482557568787, 1.263134250815535, 0.031403483901910133, 1.2816444577212838, 0.045217063562184273
8, 0.12, 1.6656, 8, 0.1, 0.004, 0.001, 0.99, 100, 19.8, 20, 210.86000000000001, 18.880399999999998, 0.0, 1.4698000000000002, 0.038308209999999995, 587.91999999999996, 6129.3135999999995, 0.0, 0.099997511591838825, 9.9020302080759025e-13, 9.7369141097083557e-05, 5.3392118544639521e-10, 0.00099988797807606445, 4.0777288598046476e-16, 0.10000000000000001, 1.9259299443872359e-34, 0.0010000000000000002, 0.0, 0.004000000000000001, 0.0, 3.7151167480539713, 0.59686825422903, 0.45631379156686658, 0.0016045696183085273, 2, 1, 1, 4.6799999999999997, 3.4175999999999997, 0.14761270026104334, 1.2232532914366887, 0.050161960004895298, 1.282836827856469, 0.026624055759020333
9, -0.10000000000000001, 1.1699999999999999, 3, 0.1, 0.004, 0.001, 0.99, 100, 19.8, 20, 146.80000000000001, 15.519999999999998, 0.0, 0.3085, 0.0026957500000000002, 123.40000000000001, 431.32000000000005, 0.0, 0.09998992214180337, 3.2878188482991573e-12, 0.00014113747793374515, 6.8043606753704393e-10, 0.0010000264600331162, 1.3784965528747827e-16, 0.099999999999999978, 7.7037197775489434e-34, 0.001, 0.0, 0.0040000000000000001, 0.0, 3.3385271359354158, 0.46791746419037722, 0.67960940573854189, 0.00044223708762167728, 3, 3, 1, 0.040000000000000001, 0.038400000000000011, 0.5634751679358989, 1.2850156184920609, 0.088514949574083596, 1.2324735078853222, 0.10508205817266911
10, -0.17999999999999999, 1.1876000000000002, 4, 0.1, 0.004, 0.001, 0.99, 100, 19.8, 20, 130.52000000000001, 16.889599999999998, 0.0, 0.25245000000000001, 0.00081662249999999987, 100.98, 130.65960000000001, 0.0, 0.099990315440890556, 5.0570471337717581e-12, 0.00014371402442432896, 4.9775374700897138e-10, 0.00099998877963414657, 9.3097832319994198e-16, 0.099999999999999978, 7.7037197775489434e-34, 0.001, 0.0, 0.0040000000000000001, 0.0, 3.479078501295525, 0.43013622589777134, 0.66194942681786495, 0.00039416576368690015, 2, 3, 1, 0.059999999999999998, 0.056400000000000006, 0.5336028570358549, 1.2391794561010585, 0.12265538528558594, 1.1432477017982894, 0.16272005137312892
