RowID,MeanIndProduction,VarIndProduction,ResInflow,MaxGrowthRate,MaxMetMaint,MaxActiveDispersal,LogseriesA,StartingSeed,width,height,MeanTotalAbundance,VarTotalAbundance,ImmigrationRate,MeanResourceConcentration,VarResourceConcentration,MeanResourceParticles,VarResourceParticles,Speciation,MeanPerCapitaGrowth,VarPerCapitaGrowth,MeanPerCapitaMaint,VarPerCapitaMaint,MeanPerCapitaActiveDispersal,VarPerCapitaActiveDispersal,MeanSpecGrowth,VarSpecGrowth,MeanSpecDisp,VarSpecDisp,MeanSpecMaint,VarSpecMaint,MeanAvgDist,VarAvgDist,MeanDormFreq,VarDormFreq,TrophicComplexityLevel,ResourceComplexityLevel,SpatialComplexityLevel,MeanEncounter,VarEncounter,Aggregation
11, -9.8235294117647065, 31.361014994232988, 42, 0.2, 0.002, 0.009011108728886249, 0.99, 100, 19.8, 20, 222.84313725490196, 20293.269511726256, 0.1, 2.7635784313725491, 0.29017996443675509, 1105.4313725490197, 46428.794309880825, 0.01, 0.19998384285213541, 3.0437507486760392e-10, 0.00058809291656443104, 6.0564777049465341e-09, 0.0090114570767564715, 4.548406740339109e-13, 0.19999999999999998, 3.0814879110195774e-33, 0.0090111087288862555, 5.8415154563215793e-36, 0.0020000000000000005, 0.0, 2.7967448919306412, 0.30321532721904076, 0.81221308514644364, 0.0015143754931857527, 3, 1, 1, 2.0784313725490198, 5.0134563629373323, 0.33701019981562125
12, -10.96078431372549, 48.116109188773557, 96, 0.2, 0.002, 0.00036745076715450687, 0.99, 100, 19.8, 20, 341.58823529411762, 23628.477508650518, 0.1, 1.7660784313725493, 0.14531182718185312, 706.43137254901956, 23249.892349096499, 0.01, 0.20001529829176784, 3.3737850498984934e-11, 0.00087815903945258681, 3.4853936151332974e-09, 0.00036744112803485635, 1.0444148950882321e-16, 0.19999999999999998, 3.0814879110195774e-33, 0.00036745076715450687, 2.9387358770557188e-39, 0.0020000000000000005, 0.0, 2.8251854221828512, 0.40072824385205946, 0.66188139163969684, 0.0011499597752761043, 1, 1, 1, 16.666666666666668, 56.967320261437912, 0.3989066249020849
13, -8.0784313725490193, 19.79777008842753, 69, 0.2, 0.002, 0.0040033627711654005, 0.99, 100, 19.8, 20, 188.39215686274511, 14056.630526720495, 0.1, 3.1802450980392152, 0.33750815071126489, 1272.0980392156862, 54001.304113802384, 0.01, 0.19998888374557011, 7.0002212500850792e-11, 0.00058266336255218508, 6.3838312094314102e-09, 0.0040034894862286492, 6.0439412257365616e-14, 0.19999999999999987, 7.7037197775489434e-34, 0.0040033627711653988, 0.0, 0.0020000000000000005, 0.0, 3.4757163169986649, 0.37468637537761718, 0.81169819511910191, 0.0015594168796653374, 3, 2, 3, 0.68627450980392157, 0.72510572856593603, 0.46858821510473053
14, -6.333333333333333, 26.33986928104575, 54, 0.2, 0.002, 0.006426762754089799, 0.99, 100, 19.8, 20, 136.1764705882353, 9262.7335640138408, 0.1, 2.9323529411764704, 0.24694936562860439, 1172.9411764705883, 39511.898500576703, 0.01, 0.19997879405152991, 2.7760659807592256e-10, 0.00068537001079283758, 1.3678959455122896e-08, 0.006426381938455069, 5.5015472022538056e-14, 0.19999999999999996, 2.311115933264683e-33, 0.0064267627540898001, 1.5931405789967944e-36, 0.002, 3.3190428729099885e-38, 3.5617662293638745, 0.45771851032970856, 0.76321766176741224, 0.0044458450484741174, 3, 3, 3, 0.019607843137254902, 0.01922337562475971, 0.5750040825154255
15, -3.5098039215686274, 15.896962706651285, 1, 0.2, 0.002, 0.009619127234681234, 0.99, 100, 19.8, 20, 53.235294117647058, 2102.9642445213381, 0.1, 1.7206862745098042, 0.018181391772395229, 688.27450980392155, 2909.0226835832373, 0.01, 0.19999769254970245, 5.6691421549231517e-10, 0.0010503595807989543, 1.2964778897082249e-07, 0.0096197999907187918, 1.7140147518585983e-12, 0.19999999999999998, 3.0814879110195774e-33, 0.0096191272346812309, 3.009265538105056e-36, 0.0020000000000000005, 0.0, 2.7650759711278297, 0.36478816208407638, 0.56571992433226781, 0.043597770799904803, 3, 3, 1, 0.0, 0.0, 0.4712191482893456
16, -16.098039215686274, 22.951172625913106, 35, 0.2, 0.002, 0.008610019036688515, 0.99, 100, 19.8, 20, 584.1960784313726, 60059.961553248744, 0.1, 3.2683333333333335, 0.74086192810457507, 1307.3333333333333, 118537.90849673204, 0.01, 0.20000034586413468, 8.9559469724245597e-12, 0.00061016795709250519, 3.735962747439082e-09, 0.0086099277513925904, 1.0280210110048239e-14, 0.19999999999999993, 4.5315998691464372e-35, 0.0086100190366885151, 0.0, 0.002, 0.0, 3.2515353020912654, 0.1905034867385845, 0.79051466800455894, 0.0010389751665922453, 3, 1, 3, 4.5490196078431371, 7.5024990388312185, 0.32841835833422556
17, -2.9607843137254903, 14.037677816224528, 26, 0.2, 0.002, 0.005486512511030629, 0.99, 100, 19.8, 20, 55.627450980392155, 1575.920030757401, 0.1, 0.61514705882352938, 0.010354512687427911, 246.05882352941177, 1656.7220299884661, 0.01, 0.20005500181466557, 1.5076261875287589e-09, 0.00094648546539051026, 1.0996509093613552e-07, 0.005486353591657606, 2.8074592434833204e-13, 0.19999999999999993, 5.4379198429757251e-34, 0.0054865125110306282, 2.965011633132923e-36, 0.002, 0.0, 2.9587756830083527, 0.5005231402016993, 0.62291144069151061, 0.036699646300321985, 1, 1, 1, 1.9803921568627452, 2.0976547481737797, 0.465794968573047
18, -1.0, 2.4313725490196076, 46, 0.2, 0.002, 0.006422405456248018, 0.99, 100, 19.8, 20, 23.392156862745097, 165.25797770088428, 0.1, 2.9354901960784314, 0.053920102845059603, 1174.1960784313726, 8627.2164552095346, 0.01, 0.20005695019799535, 1.0499309070411837e-09, 0.0010421739126686945, 1.2238634305033945e-07, 0.0064229199609562903, 8.9138298380462624e-13, 0.19999999999999998, 3.0814879110195774e-33, 0.006422405456248015, 4.2778774806395403e-37, 0.0020000000000000005, 0.0, 5.1078327263683709, 2.41330264223985, 0.56466752293671052, 0.037024572800971878, 3, 3, 3, 0.019607843137254902, 0.01922337562475971, 0.6770668703276786
19, -6.5686274509803919, 12.951172625913109, 8, 0.2, 0.002, 0.009158273613257628, 0.99, 100, 19.8, 20, 158.70588235294119, 8709.0311418685123, 0.1, 1.5508823529411764, 0.084247750865051901, 620.35294117647061, 13479.640138408304, 0.01, 0.20000057588603423, 1.0417915867991133e-10, 0.00053534082018815181, 6.1731166969657122e-09, 0.0091586476216581666, 4.7267321522993359e-13, 0.19999999999999996, 3.0814879110195774e-33, 0.0091582736132576267, 1.8291614055148378e-36, 0.002, 0.0, 2.8592947268701066, 0.34448026840398205, 0.82784085937512997, 0.0019373159232289501, 3, 3, 1, 0.0, 0.0, 0.29483698507170636
20, -1.6666666666666667, 7.6732026143790844, 50, 0.2, 0.002, 0.002474990394761646, 0.99, 100, 19.8, 20, 79.490196078431367, 520.36755094194541, 0.1, 1.5050980392156863, 0.034963225682429835, 602.03921568627447, 5594.1161091887743, 0.01, 0.20001071103803472, 1.966200075571788e-10, 0.0010479644590467932, 2.1181141703146651e-08, 0.0024751041143598264, 1.4883884871263163e-13, 0.19999999999999993, 4.5315998691464375e-34, 0.0024749903947616464, 0.0, 0.002, 0.0, 2.7533804497100958, 0.40465663185722067, 0.55377918065795473, 0.0076910111033997247, 1, 1, 1, 4.7647058823529411, 3.4740484429065752, 0.7543313240615702
21, -0.17647058823529413, 2.6551326412918113, 73, 0.2, 0.002, 0.008978523755331374, 0.99, 100, 19.8, 20, 22.627450980392158, 77.802383698577458, 0.1, 2.2392647058823525, 0.08405448385236447, 895.70588235294122, 13448.717416378315, 0.01, 0.19994300294100076, 3.1748344185584865e-09, 0.0010957703739720506, 1.8482606620954983e-07, 0.0089763214547614115, 2.140969359711768e-12, 0.19999999999999987, 1.6766919515841817e-33, 0.0089785237553313742, 0.0, 0.0020000000000000005, 1.4751301657377725e-38, 4.6371496424464596, 0.84904645221819885, 0.52016789204383251, 0.056847092083410197, 2, 3, 3, 0.019607843137254902, 0.019223375624759707, 0.1357849499593661
22, -7.2549019607843137, 19.484044598231449, 21, 0.2, 0.002, 0.005237266407675203, 0.99, 100, 19.8, 20, 197.07843137254903, 11343.523260284504, 0.1, 0.40749999999999992, 0.0072558823529411771, 163.0, 1160.9411764705883, 0.01, 0.20000217608369067, 3.5873231260356396e-11, 0.00064835519118480094, 4.7112492185005743e-08, 0.005237071967479686, 6.6461280646083391e-14, 0.19999999999999993, 7.7037197775489434e-34, 0.0052372664076752017, 0.0, 0.002, 0.0, 2.7808770780167595, 0.24639758737627776, 0.78461104445716334, 0.013066278800020511, 1, 1, 1, 3.9411764705882355, 11.780853517877743, 0.5942842951201632
23, -5.0588235294117645, 15.859284890426757, 41, 0.2, 0.002, 0.001373148270924095, 0.99, 100, 19.8, 20, 121.94117647058823, 5156.7612456747402, 0.1, 1.4756862745098038, 0.037948793733179553, 590.27450980392155, 6071.8069973087286, 0.01, 0.20000512447541327, 1.8251976610664345e-10, 0.00072007261075017655, 3.4898981124096015e-08, 0.0013731803657226361, 1.7793984650134163e-14, 0.19999999999999993, 2.9304345820480293e-33, 0.001373148270924095, 1.1985432596619401e-38, 0.002, 0.0, 3.0863063178195089, 0.50245411231042891, 0.7364321373505377, 0.011549819523684493, 2, 2, 1, 1.0196078431372548, 0.9996155324875049, 0.3805753009334266
24, -8.1372549019607838, 30.432141484044596, 24, 0.2, 0.002, 0.006672978881623741, 0.99, 100, 19.8, 20, 177.49019607843138, 15073.426374471355, 0.1, 0.48274509803921573, 0.0076177095347943098, 193.09803921568627, 1218.8335255670895, 0.01, 0.20001005186491005, 1.7776599300004612e-10, 0.00071139077599125867, 2.2018528044017377e-09, 0.006673040927636968, 3.3566155781702465e-13, 0.19999999999999993, 1.087583968595145e-33, 0.0066729788816237388, 1.0325911160164408e-36, 0.002, 0.0, 3.3778728774290672, 0.27804337250741101, 0.75009859189021943, 0.00080968305018867901, 1, 2, 2, 1.5294117647058822, 2.7197231833910029, 0.2101350563239081
25, -1.7450980392156863, 5.7585544021530168, 27, 0.2, 0.002, 0.005292917432250619, 0.99, 100, 19.8, 20, 52.627450980392155, 402.97885428681286, 0.1, 2.9979411764705883, 0.035658016147635536, 1199.1764705882354, 5705.2825836216844, 0.01, 0.19998255996842557, 1.5645446523016049e-09, 0.0010063027694086014, 5.9895203675285837e-08, 0.0052926914048902042, 1.45752072285968e-13, 0.19999999999999996, 2.8095919188707911e-33, 0.0052929174322506201, 7.5231638452626401e-37, 0.002, 0.0, 2.7610699864089314, 0.38980867775343836, 0.58331225976346879, 0.017245318200097795, 3, 1, 1, 0.90196078431372551, 1.2648981161091888, 0.6681703986528622
26, -15.529411764705882, 34.955017301038062, 92, 0.2, 0.002, 0.0015168375722169225, 0.99, 100, 19.8, 20, 638.62745098039215, 58055.174932718182, 0.1, 4.6432843137254896, 1.3677555123029603, 1857.313725490196, 218840.88196847364, 0.01, 0.19999409883544947, 5.6982438803861155e-11, 0.00084109821725929397, 2.1948828914689964e-08, 0.0015167493232214539, 1.9080687460185698e-15, 0.19999999999999987, 2.6736439227963981e-33, 0.0015168375722169221, 1.9361083425308264e-38, 0.002, 3.3190428729099885e-38, 5.1270017854394858, 0.3712936966976863, 0.67904575064081518, 0.0066018855471358488, 3, 1, 3, 13.803921568627452, 75.687043444828902, 0.06301703334045793
27, -5.7647058823529411, 29.591695501730097, 70, 0.2, 0.002, 0.00026957795563345546, 0.99, 100, 19.8, 20, 90.921568627450981, 7139.327181853133, 0.1, 1.3418627450980389, 0.061684520376778157, 536.74509803921569, 9869.5232602845063, 0.01, 0.20000362040463029, 3.7433678699965528e-10, 0.00081423487261986986, 5.0797026333358164e-08, 0.00026961515077351115, 2.3260012934887331e-15, 0.19999999999999998, 3.0814879110195774e-33, 0.00026957795563345557, 2.9387358770557188e-39, 0.0020000000000000005, 0.0, 2.7450611069316366, 0.55297174236958713, 0.70668281735753602, 0.016590936076434498, 1, 2, 1, 1.8823529411764706, 7.8292964244521315, 0.6480827757000518
28, -2.4117647058823528, 5.5755478662053068, 21, 0.2, 0.002, 0.009688534954067405, 0.99, 100, 19.8, 20, 82.901960784313729, 908.99038831218752, 0.1, 0.57696078431372555, 0.0042640474817377937, 230.78431372549019, 682.24759707804708, 0.01, 0.19997276372067938, 2.7698419765988801e-10, 0.00067671134767495966, 1.4834994776972715e-08, 0.0096884141139227248, 2.2063448842499841e-13, 0.19999999999999996, 1.4954279568183243e-33, 0.0096885349540674053, 0.0, 0.002, 0.0, 3.083809096414432, 0.20849618543876403, 0.74472345692310138, 0.0046872081281764027, 1, 2, 3, 1.4509803921568627, 1.3456362937331792, 0.03561130342318267
29, -4.666666666666667, 20.849673202614376, 56, 0.2, 0.002, 0.003232052092813399, 0.99, 100, 19.8, 20, 89.627450980392155, 4269.174932718186, 0.1, 1.2085784313725492, 0.051508640907343334, 483.43137254901961, 8241.3825451749344, 0.01, 0.20002841364337379, 1.0592768066350924e-10, 0.00074525670608287134, 9.4141951210268324e-08, 0.0032324402517203187, 1.4376330606630277e-14, 0.19999999999999996, 4.4409678717635085e-33, 0.0032320520928133989, 3.8722166850616526e-37, 0.002, 6.6380857458199769e-38, 6.5845177418427046, 1.1003671955700407, 0.72522718274498832, 0.032293512489562783, 2, 3, 2, 0.0, 0.0, 0.032364010371802567
30, -1.1176470588235294, 1.6332179930795845, 41, 0.2, 0.002, 0.008271193286447365, 0.99, 100, 19.8, 20, 36.686274509803923, 228.84275278738949, 0.1, 3.0533333333333332, 0.049585457516339852, 1221.3333333333333, 7933.67320261438, 0.01, 0.19999170800349705, 3.0932704498752407e-10, 0.00075189875303641543, 5.0256273815862606e-08, 0.0082710882649282766, 2.5321338223091597e-13, 0.19999999999999993, 4.5315998691464375e-34, 0.0082711932864473654, 0.0, 0.002, 0.0, 5.5733053819019984, 0.90972124445537383, 0.70224324284362116, 0.016423871829907725, 3, 3, 3, 0.0, 0.0, 0.652397835564684
31, -12.372549019607844, 43.331795463283363, 37, 0.2, 0.002, 0.00818324925859149, 0.99, 100, 19.8, 20, 269.29411764705884, 33972.129181084194, 0.1, 3.1735784313725484, 0.39963364090734343, 1269.4313725490197, 63941.382545174929, 0.01, 0.19998796980694958, 1.0742181164727221e-10, 0.00070352715300236166, 1.7351919307439743e-08, 0.0081833555153221823, 1.446386028728252e-13, 0.19999999999999998, 3.0814879110195774e-33, 0.0081832492585914903, 0.0, 0.002, 0.0, 4.305111136689181, 0.8452541925973629, 0.75801884495650285, 0.005109943539333515, 3, 1, 2, 2.0588235294117645, 11.663206459054209, 0.27633112345513827
32, -7.6078431372549016, 19.101114955786237, 31, 0.2, 0.002, 0.0029618969058647325, 0.99, 100, 19.8, 20, 273.43137254901961, 11175.735486351403, 0.1, 0.5490196078431373, 0.014898548635140329, 219.60784313725489, 2383.7677816224532, 0.01, 0.20002016470935646, 4.6669735167521323e-11, 0.00079168519573736803, 4.6421471574162872e-09, 0.0029619450041394086, 5.9565637630135984e-14, 0.19999999999999998, 2.9908559136366486e-33, 0.0029618969058647325, 1.8070344530287714e-37, 0.002, 0.0, 5.4515529369810745, 1.7845446874256092, 0.69981584287069365, 0.0012525318017595289, 1, 1, 2, 6.882352941176471, 15.476355247981544, 0.4643862021385032
33, -2.9803921568627452, 11.117262591311034, 84, 0.2, 0.002, 0.004193846833920877, 0.99, 100, 19.8, 20, 91.862745098039213, 2079.0203767781622, 0.1, 2.6256372549019606, 0.083162461553248759, 1050.2549019607843, 13305.9938485198, 0.01, 0.19999388574348989, 1.5210127758423434e-10, 0.00093120639741051657, 5.2225393959901605e-08, 0.0041939152016034452, 6.6065415727790779e-14, 0.19999999999999998, 3.0814879110195774e-33, 0.004193846833920877, 0.0, 0.0020000000000000005, 0.0, 2.7199572334703133, 0.42092431010292453, 0.62034886854315063, 0.017338753158487642, 1, 1, 1, 4.8431372549019605, 9.818531334102266, 0.14986598579800023
34, -5.9019607843137258, 20.166858900422913, 21, 0.2, 0.002, 0.0028795792842257807, 0.99, 100, 19.8, 20, 124.41176470588235, 6920.2029988465974, 0.1, 0.7851960784313724, 0.009376187043444827, 314.07843137254901, 1500.1899269511725, 0.01, 0.20000979232445121, 7.1629731148300852e-11, 0.00069119025652129591, 2.4124410779253817e-08, 0.0028794412401571615, 2.5793129595737133e-14, 0.19999999999999998, 3.0814879110195774e-33, 0.0028795792842257798, 1.88079096131566e-37, 0.002, 0.0, 4.2579182095537407, 0.33485179291477024, 0.75292378512441949, 0.0078136467967183012, 2, 2, 3, 0.39215686274509803, 0.35601691657054985, 0.4881175388932602
35, -0.41176470588235292, 60.085351787773924, 64, 0.2, 0.002, 0.006701784585540185, 0.99, 100, 19.8, 20, 298.8235294117647, 2510.2629757785462, 0.1, 3.6183333333333336, 1.7906526143790851, 1447.3333333333333, 286504.41830065363, 0.01, 0.19999520603909968, 1.0623831840898433e-11, 0.0010769865364159605, 6.7664039879796802e-08, 0.0067015607279934542, 2.7221079625392244e-14, 0.19999999999999996, 7.7037197775489434e-34, 0.0067017845855401846, 7.5231638452626401e-37, 0.002, 0.0, 4.4904560887095801, 6.0720048519468124, 0.53190090933355139, 0.021940156185947371, 2, 2, 3, 26.745098039215687, 176.46443675509417, 0.16891531456040704
36, -21.980392156862745, 198.64667435601694, 90, 0.2, 0.002, 0.00711999457298993, 0.99, 100, 19.8, 20, 403.58823529411762, 121129.10495963092, 0.1, 2.4261274509803923, 0.099760371011149526, 970.45098039215691, 15961.659361783932, 0.01, 0.1999962724996325, 1.3113293870723166e-10, 0.00068810604657868683, 1.3875803585787523e-08, 0.0071197583276850062, 9.3469842969043055e-14, 0.19999999999999993, 7.7037197775489434e-34, 0.0071199945729899317, 7.5231638452626401e-37, 0.002, 0.0, 1.728176885468671, 0.56878178316531014, 0.77767702816385553, 0.0051124296887617576, 2, 2, 3, 1.1176470588235294, 2.7312572087658595, 0.21834111348161087
37, -8.9215686274509807, 23.013456362937333, 34, 0.2, 0.002, 0.005481817951550429, 0.99, 100, 19.8, 20, 224.86274509803923, 17710.31449442522, 0.1, 0.57877450980392153, 0.016813326605151866, 231.50980392156862, 2690.1322568242986, 0.01, 0.19999732824410665, 2.5676669542737211e-10, 0.00063524600276789725, 9.1501341923872556e-09, 0.0054820953288756517, 5.0516478349784086e-14, 0.19999999999999987, 2.447063929339076e-33, 0.0054818179515504287, 7.5231638452626401e-37, 0.002, 5.1629555800822044e-38, 3.7298897176814751, 1.2855775333928141, 0.78760851908969565, 0.0029073152761608669, 1, 2, 3, 1.7647058823529411, 2.3760092272202997, 0.06908877864434196
38, -5.7647058823529411, 20.454440599769317, 68, 0.2, 0.002, 0.003561814565069805, 0.99, 100, 19.8, 20, 106.01960784313725, 7167.8231449442537, 0.1, 2.926225490196078, 0.19469028738946562, 1170.4901960784314, 31150.44598231449, 0.01, 0.19998298977259799, 2.8985182340637327e-10, 0.00062773391934952956, 6.7500363122915183e-08, 0.0035619083513994208, 4.80686567039695e-14, 0.19999999999999987, 7.7037197775489434e-34, 0.0035618145650698034, 1.88079096131566e-37, 0.0020000000000000005, 0.0, 8.1168800800860179, 1.4699490342054178, 0.79425708588887434, 0.022496345684953858, 3, 3, 3, 0.019607843137254902, 0.019223375624759707, 0.22370711695624013
39, -1.9019607843137254, 9.1080353710111481, 64, 0.2, 0.002, 0.002685678416981956, 0.99, 100, 19.8, 20, 53.764705882352942, 695.04267589388689, 0.1, 4.2247549019607842, 0.1033130526720492, 1689.9019607843138, 16530.088427527873, 0.01, 0.20002883787723355, 1.1727745391656017e-10, 0.0012246817405489232, 1.2372879339482524e-07, 0.0026857587456514862, 1.8660548581979369e-13, 0.19999999999999996, 3.6101745624199952e-33, 0.0026856784169819558, 1.0325911160164409e-37, 0.002, 2.5814777900411022e-38, 2.571485809229149, 0.3714432049644853, 0.46974534407590479, 0.04177441453776972, 3, 1, 1, 1.5686274509803921, 1.4217608612072281, 0.7873118875416715
